Entity,Code,Year,Transport (%),Electricity and heat production (%),Manufacturing industries & construction (%),Other sectors (%),Residential buildings & commercial and public services (%)
Denmark,DNK,1981,16.4964055996973,39.7086643965191,12.7128263337117,6.09156261823686,25.009458948165
Denmark,DNK,1982,15.9883720930233,49.8728197674419,11.0283430232558,6.8859011627907,16.2063953488372
Denmark,DNK,1983,16.9117647058824,49.5356037151703,10.7198142414861,7.31424148606811,15.5185758513932
Denmark,DNK,1984,17.4582316500845,49.1834052937864,11.67636568425,6.38257931293411,15.3181903510419
Denmark,DNK,1985,17.666338905277,52.2287774500164,10.5047525401508,2.73680760406424,16.8797115699771
Denmark,DNK,1986,18.2334794609515,52.4111056989771,10.7972073388537,2.76018834226335,15.8142555609677
Denmark,DNK,1987,18.4615384615385,52.2408026755853,10.4180602006689,2.77591973244147,16.1036789297659
Denmark,DNK,1988,19.7391925687746,52.1257591997142,10.6645230439443,2.78670953912111,14.7016791711325
Denmark,DNK,1989,22.6230815228224,49.0731512856289,10.9826589595376,3.04963125373729,14.2714769782739
Denmark,DNK,1990,20.2275848538356,52.0894643908181,10.7121836374338,4.47321954090642,12.5171669609574
Denmark,DNK,1991,17.8133681974179,57.9506455303154,9.62575584245792,3.92220951135806,10.7043634580814
Denmark,DNK,1992,19.6347857530284,55.0894955704213,10.3959500994395,4.28493943229072,10.6129090580365
Denmark,DNK,1993,19.2927717108684,55.5208875021668,9.86306118911423,3.76148379268504,11.5617958051655
Denmark,DNK,1994,18.7794189254991,58.7566953416653,9.30043824054537,3.52215549423795,9.64129199805227
Denmark,DNK,1995,20.0239808153477,55.7896539910928,10.2261048304214,3.66563891743748,10.2774922918808
Denmark,DNK,1996,16.4875052352366,63.0043277956164,8.23677230210806,3.18302387267904,9.08837079435991
Denmark,DNK,1997,19.2954104718811,58.3063994828701,9.38914027149321,3.6360698125404,9.3568196509373
Denmark,DNK,1998,20.703933747412,56.1939268461008,9.74810213940649,3.743961352657,9.61007591442374
Denmark,DNK,1999,21.9828373197006,53.8433448968413,10.4254153733796,3.96202300529487,9.80463757531495
Denmark,DNK,2000,23.6256157635468,52.0788177339901,10.6206896551724,4.27586206896552,9.41871921182266
Denmark,DNK,2001,22.984333205961,52.8658769583492,10.6610622850592,4.06954528085594,9.41918226977455
